description,date_announced,date_start,date_end,country,init_country_level,domestic_policy,type,type_sub_cat,target_who_what,compliance,lockdown_length
"The government of Chile announced that the commune of La Cisterna, in the Santiago Metropolitan Region, will enter ""Phase 1: Lockdown"" of the ""Paso a Paso"" (Step by Step) plan. La Cisterna will be under a full lockdown from July 28 for an indefinite period. The full lockdown ends on September 7. UPDATE: The full lockdown in the commune of La Cisterna ends on September 7. As part of the plan ""Paso a Paso"" (Step by step), La Cisterna enters ""Phase 2: Transition"" meaning that it will be in lockdown on Saturdays, Sundays, and holidays.",2020-09-02,2020-09-07,2020-09-07,Chile,National,1,Lockdown,NA,All (Travelers + Residents),"Mandatory with Legal Penalties (Jail Time),Mandatory with Fines",0
"The government of Chile announced that the commune of La Granja, in the Santiago Metropolitan Region, will enter ""Phase 1: Lockdown"" of the ""Paso a Paso"" (Step by Step) plan. La Granja will be under a full lockdown from July 28 for an indefinite period. The full lockdown ends on September 7. UPDATE: The full lockdown in the commune of La Granja ends on September 7. As part of the plan ""Paso a Paso"" (Step by step), La Granja enters ""Phase 2: Transition"" meaning that it will be in lockdown on Saturdays, Sundays, and holidays.",2020-09-02,2020-09-07,2020-09-07,Chile,National,1,Lockdown,NA,All (Travelers + Residents),"Mandatory with Legal Penalties (Jail Time),Mandatory with Fines",0
"The government of Chile announced that the commune of Vallenar, in the Atacama Region, will enter ""Phase 1: Lockdown"" of the ""Paso a Paso"" (Step by Step) plan. Vallenar will be under a full lockdown from September 11 for an indefinite period.",2020-09-09,2020-09-11,NA,Chile,National,1,Lockdown,NA,All (Travelers + Residents),"Mandatory with Legal Penalties (Jail Time),Mandatory with Fines",NA
"The government of Chile announced that the commune of Paine, in the Santiago Metropolitan Region, will enter ""Phase 1: Lockdown"" of the ""Paso a Paso"" (Step by Step) plan. Paine will be under a full lockdown from September 11 for an indefinite period.",2020-09-09,2020-09-11,NA,Chile,National,1,Lockdown,NA,All (Travelers + Residents),"Mandatory with Legal Penalties (Jail Time),Mandatory with Fines",NA
"The government of Chile announced that the commune of Longaví, in the Maule Region, will enter ""Phase 1: Lockdown"" of the ""Paso a Paso"" (Step by Step) plan. Longaví will be under a full lockdown from September 11 for an indefinite period.",2020-09-09,2020-09-11,NA,Chile,National,1,Lockdown,NA,All (Travelers + Residents),"Mandatory with Legal Penalties (Jail Time),Mandatory with Fines",NA
"The government of Chile announced that the commune of Molina, in the Maule Region, will enter ""Phase 1: Lockdown"" of the ""Paso a Paso"" (Step by Step) plan. Molina will be under a full lockdown from September 11 for an indefinite period.",2020-09-09,2020-09-11,NA,Chile,National,1,Lockdown,NA,All (Travelers + Residents),"Mandatory with Legal Penalties (Jail Time),Mandatory with Fines",NA
"The government of Chile announced that the commune of San Clemente, in the Maule Region, will enter ""Phase 1: Lockdown"" of the ""Paso a Paso"" (Step by Step) plan. San Clemente will be under a full lockdown from September 11 for an indefinite period.",2020-09-09,2020-09-11,NA,Chile,National,1,Lockdown,NA,All (Travelers + Residents),"Mandatory with Legal Penalties (Jail Time),Mandatory with Fines",NA
"The government of Chile announced that the commune of Coronel, in the Biobío Region, will enter ""Phase 1: Lockdown"" of the ""Paso a Paso"" (Step by Step) plan. Coronel will be under a full lockdown from September 11 for an indefinite period.",2020-09-09,2020-09-11,NA,Chile,National,1,Lockdown,NA,All (Travelers + Residents),"Mandatory with Legal Penalties (Jail Time),Mandatory with Fines",NA
"The government of Chile announced that the commune of Lota, in the Biobío Region, will enter ""Phase 1: Lockdown"" of the ""Paso a Paso"" (Step by Step) plan. Lota will be under a full lockdown from September 11 for an indefinite period.",2020-09-09,2020-09-11,NA,Chile,National,1,Lockdown,NA,All (Travelers + Residents),"Mandatory with Legal Penalties (Jail Time),Mandatory with Fines",NA
"The government of Chile announced that the commune of San Pedro de la Paz, in the Biobío Region, will enter ""Phase 1: Lockdown"" of the ""Paso a Paso"" (Step by Step) plan. San Pedro de la Paz will be under a full lockdown from September 11 for an indefinite period.",2020-09-09,2020-09-11,NA,Chile,National,1,Lockdown,NA,All (Travelers + Residents),"Mandatory with Legal Penalties (Jail Time),Mandatory with Fines",NA
"The government of Chile announced that the commune of Porvenir, in the Magallanes Region, will enter ""Phase 1: Lockdown"" of the ""Paso a Paso"" (Step by Step) plan. Porvenir will be under a full lockdown from September 11 for an indefinite period.",2020-09-09,2020-09-11,NA,Chile,National,1,Lockdown,NA,All (Travelers + Residents),"Mandatory with Legal Penalties (Jail Time),Mandatory with Fines",NA
"The government of Chile announced that the commune of Natales, in the Magallanes Region, will enter ""Phase 1: Lockdown"" of the ""Paso a Paso"" (Step by Step) plan. Natales will be under a full lockdown from September 11 for an indefinite period.",2020-09-09,2020-09-11,NA,Chile,National,1,Lockdown,NA,All (Travelers + Residents),"Mandatory with Legal Penalties (Jail Time),Mandatory with Fines",NA
"The government of Chile announced that the commune of Isla de Maipo, in the Santiago Metropolitan Region, will enter ""Phase 2: Transition"" of the ""Paso a Paso"" (Step by Step) plan from September 14 for an indefinite period. Isla de Maipo will be under lockdown on Saturdays, Sundays, and holidays.",2020-09-09,2020-09-14,NA,Chile,National,1,Lockdown,NA,All (Travelers + Residents),"Mandatory with Legal Penalties (Jail Time),Mandatory with Fines",NA
"The government of Chile announced that the commune of Quilicura, in the Santiago Metropolitan Region, will enter ""Phase 2: Transition"" of the ""Paso a Paso"" (Step by Step) plan from September 14 for an indefinite period. Quilicura will be under lockdown on Saturdays, Sundays, and holidays.",2020-09-09,2020-09-14,NA,Chile,National,1,Lockdown,NA,All (Travelers + Residents),"Mandatory with Legal Penalties (Jail Time),Mandatory with Fines",NA
"The government of Chile announced that the commune of San Bernardo, in the Santiago Metropolitan Region, will enter ""Phase 2: Transition"" of the ""Paso a Paso"" (Step by Step) plan from September 14 for an indefinite period. San Bernardo will be under lockdown on Saturdays, Sundays, and holidays.",2020-09-09,2020-09-14,NA,Chile,National,1,Lockdown,NA,All (Travelers + Residents),"Mandatory with Legal Penalties (Jail Time),Mandatory with Fines",NA
"Chile enforces a lockdown in the whole commune of San Bernardo from May 15 for 7 days. (There was a lockdown in the north-eastern area of the commune from April 16 to May 15). The full lockdown ends on September 14. UPDATE: The lockdown enforced from May 15 ends on September 14. As part of the ""Paso a Paso"" (Step by step) plan, the commune of San Bernardo enters ""Phase 2: Transition"" meaning that it will be in lockdown on Saturdays, Sundays, and holidays.",2020-09-09,2020-09-14,2020-09-14,Chile,National,1,Lockdown,NA,All (Travelers + Residents),"Mandatory with Legal Penalties (Jail Time),Mandatory with Fines",0
"The government of Chile announced that the commune of Quilicura, in the Santiago Metropolitan Region, will enter ""Phase 1: Lockdown"" of the ""Paso a Paso"" (Step by Step) plan. Quilicura will be under a full lockdown from July 28 for an indefinite period. The full lockdown ends on September 14. UPDATE: The full lockdown ends on September 14. As part of the ""Paso a Paso"" (Step by step) plan, Quilicura enters ""Phase 2: Transition"" meaning that it will be in lockdown on Saturdays, Sundays, and holidays.",2020-09-09,2020-09-14,2020-09-14,Chile,National,1,Lockdown,NA,All (Travelers + Residents),"Mandatory with Legal Penalties (Jail Time),Mandatory with Fines",0
"The government of Chile announced that the commune of Isla de Maipo, in the Santiago Metropolitan Region, will enter ""Phase 1: Lockdown"" of the ""Paso a Paso"" (Step by Step) plan. Isla de Maipo will be under a full lockdown from July 28 for an indefinite period. The full lockdown ends on September 14. UPDATE: The full lockdown ends on September 14. As part of the ""Paso a Paso"" (Step by step) plan, Isla de Maipo enters ""Phase 2: Transition"" meaning that it will be in lockdown on Saturdays, Sundays, and holidays.",2020-09-09,2020-09-14,2020-09-14,Chile,National,1,Lockdown,NA,All (Travelers + Residents),"Mandatory with Legal Penalties (Jail Time),Mandatory with Fines",0
"The government of Chile announced that the commune of La Reina, in the Santiago Metropolitan Region, will enter ""Phase 2: Transition"" of the ""Paso a Paso"" (Step by Step) plan from July 28 for an indefinite period.  . La Reina will be under lockdown on Saturdays, Sundays, and holidays. The partial lockdown ends on September 14. UPDATE: The partial lockdown ends on September 14. As part of the ""Paso a Paso"" (Step by step) plan, La Reina enters ""Phase 3: Preparation"" in which no lockdown is enforced.",2020-09-09,2020-09-14,2020-09-14,Chile,National,1,Lockdown,NA,All (Travelers + Residents),"Mandatory with Legal Penalties (Jail Time),Mandatory with Fines",0
"The government of Chile announced that the commune of Pichidegua in the O`Higgins Region will enter ""Phase 1: Lockdown"" of the ""Paso a Paso"" (Step by Step) plan. Pichidegua will be under a full lockdown from September 18 for an indefinite period.",2020-09-16,2020-09-18,NA,Chile,National,1,Lockdown,NA,All (Travelers + Residents),"Mandatory with Legal Penalties (Jail Time),Mandatory with Fines",NA
"The government of Chile announced that the urban area of the commune of Licantén in the Maule Region will enter ""Phase 1: Lockdown"" of the ""Paso a Paso"" (Step by Step) plan. The urban area of the commune of Licantén will be under a full lockdown from September 18 for an indefinite period.",2020-09-16,2020-09-18,NA,Chile,National,1,Lockdown,NA,All (Travelers + Residents),"Mandatory with Legal Penalties (Jail Time),Mandatory with Fines",NA
"The government of Chile announced that the commune of Curanilahue in the Biobío Region will enter ""Phase 1: Lockdown"" of the ""Paso a Paso"" (Step by Step) plan. Curanilahue will be under a full lockdown from September 18 for an indefinite period.",2020-09-16,2020-09-18,NA,Chile,National,1,Lockdown,NA,All (Travelers + Residents),"Mandatory with Legal Penalties (Jail Time),Mandatory with Fines",NA
"The government of Chile announced that the commune of Lebu in the Biobío Region will enter ""Phase 1: Lockdown"" of the ""Paso a Paso"" (Step by Step) plan. Lebu will be under a full lockdown from September 18 for an indefinite period.",2020-09-16,2020-09-18,NA,Chile,National,1,Lockdown,NA,All (Travelers + Residents),"Mandatory with Legal Penalties (Jail Time),Mandatory with Fines",NA
"The government of Chile announced that the commune of Los Álamos in the Biobío Region will enter ""Phase 1: Lockdown"" of the ""Paso a Paso"" (Step by Step) plan. Los Álamos will be under a full lockdown from September 18 for an indefinite period.",2020-09-16,2020-09-18,NA,Chile,National,1,Lockdown,NA,All (Travelers + Residents),"Mandatory with Legal Penalties (Jail Time),Mandatory with Fines",NA
"The government of Chile announced that the commune of Maullín in the Los Lagos Region will enter ""Phase 1: Lockdown"" of the ""Paso a Paso"" (Step by Step) plan. Maullín will be under a full lockdown from September 18 for an indefinite period.",2020-09-16,2020-09-18,NA,Chile,National,1,Lockdown,NA,All (Travelers + Residents),"Mandatory with Legal Penalties (Jail Time),Mandatory with Fines",NA
"The government of Chile announced that the commune of San Fernando in the O`Higgins Region will enter ""Phase 2: Transition"" of the ""Paso a Paso"" (Step by Step) plan from September 18 for an indefinite period. San Fernando will be under lockdown on Saturdays, Sundays, and holidays.",2020-09-16,2020-09-18,NA,Chile,National,1,Lockdown,NA,All (Travelers + Residents),"Mandatory with Legal Penalties (Jail Time),Mandatory with Fines",NA
"The government of Chile announced that the urban area of Talca in the Maule Region will enter ""Phase 2: Transition"" of the ""Paso a Paso"" (Step by Step) plan from September 18 for an indefinite period. The urban area of Talca will be under lockdown on Saturdays, Sundays, and holidays.",2020-09-16,2020-09-18,NA,Chile,National,1,Lockdown,NA,All (Travelers + Residents),"Mandatory with Legal Penalties (Jail Time),Mandatory with Fines",NA
"The government of Chile announced that the commune of Calama, in the Antofagasta Region, will enter ""Phase 2: Transition"" of the ""Paso a Paso"" (Step by Step) plan from September 21 for an indefinite period. Calama will be under lockdown on Saturdays, Sundays, and holidays.",2020-09-16,2020-09-21,NA,Chile,National,1,Lockdown,NA,All (Travelers + Residents),"Mandatory with Legal Penalties (Jail Time),Mandatory with Fines",NA
"The government of Chile announced that the commune of Quillota, in the Valparaiso Region, will enter ""Phase 2: Transition"" of the ""Paso a Paso"" (Step by Step) plan from September 21 for an indefinite period. Quillota will be under lockdown on Saturdays, Sundays, and holidays.",2020-09-16,2020-09-21,NA,Chile,National,1,Lockdown,NA,All (Travelers + Residents),"Mandatory with Legal Penalties (Jail Time),Mandatory with Fines",NA
"The government of Chile announced that the commune of El Bosque, in the Santiago Metropolitan Region, will enter ""Phase 2: Transition"" of the ""Paso a Paso"" (Step by Step) plan from September 21 for an indefinite period. El Bosque will be under lockdown on Saturdays, Sundays, and holidays.",2020-09-16,2020-09-21,NA,Chile,National,1,Lockdown,NA,All (Travelers + Residents),"Mandatory with Legal Penalties (Jail Time),Mandatory with Fines",NA
"The government of Chile announced that the commune of Independencia, in the Santiago Metropolitan Region, will enter ""Phase 2: Transition"" of the ""Paso a Paso"" (Step by Step) plan from September 21 for an indefinite period. Independencia will be under lockdown on Saturdays, Sundays, and holidays.",2020-09-16,2020-09-21,NA,Chile,National,1,Lockdown,NA,All (Travelers + Residents),"Mandatory with Legal Penalties (Jail Time),Mandatory with Fines",NA
"The government of Chile announced that the commune of Pudahuel, in the Santiago Metropolitan Region, will enter ""Phase 2: Transition"" of the ""Paso a Paso"" (Step by Step) plan from September 21 for an indefinite period. Pudahuel will be under lockdown on Saturdays, Sundays, and holidays.",2020-09-16,2020-09-21,NA,Chile,National,1,Lockdown,NA,All (Travelers + Residents),"Mandatory with Legal Penalties (Jail Time),Mandatory with Fines",NA
"Chile is enforcing a lockdown in Calama beginning on June 9 and ending on June 19. The full lockdown ends on September 21. UPDATE: The lockdown enforced from June 9 ends on September 21. As part of the ""Paso a Paso"" (Step by step) plan, Calama enters ""Phase 2: Transition"" meaning that it will be under lockdown on Saturdays, Sundays, and holidays.",2020-09-16,2020-09-21,2020-09-21,Chile,National,1,Lockdown,NA,All (Travelers + Residents),Mandatory (Unspecified/Implied),0
"Chile enforces a lockdown in the commune of Quillota from June 26 until July 3. The full lockdown ends on September 21. UPDATE: The lockdown enforced from June 26 ends on September 21. As part of the ""Paso a Paso"" (Step by step) plan, Quillota enters ""Phase 2: Transition"" meaning that it will be under lockdown on Saturdays, Sundays, and holidays.",2020-09-16,2020-09-21,2020-09-21,Chile,National,1,Lockdown,NA,All (Travelers + Residents),"Mandatory with Legal Penalties (Jail Time),Mandatory with Fines",0
"The government of Chile announced that the commune of Pudahuel, in the Santiago Metropolitan Region, will enter ""Phase 1: Lockdown"" of the ""Paso a Paso"" (Step by Step) plan. Pudahuel will be under a full lockdown from July 28 for an indefinite period. The full lockdown ends on September 21. UPDATE: The lockdown enforced in Pudahuel ends on September 21. As part of the ""Paso a Paso"" (Step by step) plan, Pudahuel enters ""Phase 2: Transition"" meaning that it will be under lockdown on Saturdays, Sundays, and holidays.",2020-09-16,2020-09-21,2020-09-21,Chile,National,1,Lockdown,NA,All (Travelers + Residents),"Mandatory with Legal Penalties (Jail Time),Mandatory with Fines",0
"The government of Chile announced that the commune of El Bosque, in the Santiago Metropolitan Region, will enter ""Phase 1: Lockdown"" of the ""Paso a Paso"" (Step by Step) plan. El Bosque will be under a full lockdown from July 28 for an indefinite period. The full lockdown ends on September 21. UPDATE: The lockdown enforced in El Bosque ends on September 21. As part of the ""Paso a Paso"" (Step by step) plan, El Bosque enters ""Phase 2: Transition"" meaning that it will be under lockdown on Saturdays, Sundays, and holidays.",2020-09-16,2020-09-21,2020-09-21,Chile,National,1,Lockdown,NA,All (Travelers + Residents),"Mandatory with Legal Penalties (Jail Time),Mandatory with Fines",0
"The government of Chile announced that the commune of Independencia, in the Santiago Metropolitan Region, will enter ""Phase 1: Lockdown"" of the ""Paso a Paso"" (Step by Step) plan. Independencia will be under a full lockdown from July 28 for an indefinite period.  The full lockdown ends on September 21. UPDATE: The lockdown enforced in Independencia ends on September 21. As part of the ""Paso a Paso"" (Step by step) plan, Independencia enters ""Phase 2: Transition"" meaning that it will be under lockdown on Saturdays, Sundays, and holidays.",2020-09-16,2020-09-21,2020-09-21,Chile,National,1,Lockdown,NA,All (Travelers + Residents),"Mandatory with Legal Penalties (Jail Time),Mandatory with Fines",0
"The government of Chile announced that the commune of Ercilla in the Araucania Region will enter ""Phase 1: Lockdown"" of the ""Paso a Paso"" (Step by Step) plan. Ercilla will be under a full lockdown from September 25 for an indefinite period.",2020-09-23,2020-09-25,NA,Chile,National,1,Lockdown,NA,All (Travelers + Residents),"Mandatory with Legal Penalties (Jail Time),Mandatory with Fines",NA
"The government of Chile announced that the commune of Lonquimay in the Araucania Region will enter ""Phase 1: Lockdown"" of the ""Paso a Paso"" (Step by Step) plan. Lonquimay will be under a full lockdown from September 25 for an indefinite period.",2020-09-23,2020-09-25,NA,Chile,National,1,Lockdown,NA,All (Travelers + Residents),"Mandatory with Legal Penalties (Jail Time),Mandatory with Fines",NA
"The government of Chile announced that the commune of Teodoro Schmidt in the Araucania Region will enter ""Phase 1: Lockdown"" of the ""Paso a Paso"" (Step by Step) plan. Teodoro Schmidt will be under a full lockdown from September 25 for an indefinite period.",2020-09-23,2020-09-25,NA,Chile,National,1,Lockdown,NA,All (Travelers + Residents),"Mandatory with Legal Penalties (Jail Time),Mandatory with Fines",NA
"The government of Chile announced that the commune of Coyhaique in the Aysén Region will enter ""Phase 1: Lockdown"" of the ""Paso a Paso"" (Step by Step) plan. Coyhaique will be under a full lockdown from September 25 for an indefinite period.",2022-09-23,2020-09-25,NA,Chile,National,1,Lockdown,NA,All (Travelers + Residents),"Mandatory with Legal Penalties (Jail Time),Mandatory with Fines",NA
"The government of Chile announced that the commune of Panguipulli, in the Los Ríos Region, will enter ""Phase 2: Transition"" of the ""Paso a Paso"" (Step by Step) plan from September 25 for an indefinite period. Panguipulli will be under lockdown on Saturdays, Sundays, and holidays.",2020-09-23,2020-09-25,NA,Chile,National,1,Lockdown,NA,All (Travelers + Residents),"Mandatory with Legal Penalties (Jail Time),Mandatory with Fines",NA
"The government of Chile announced that the commune of Lanco, in the Los Ríos Region, will enter ""Phase 2: Transition"" of the ""Paso a Paso"" (Step by Step) plan from September 25 for an indefinite period. Lanco will be under lockdown on Saturdays, Sundays, and holidays.",2020-09-23,2020-09-25,NA,Chile,National,1,Lockdown,NA,All (Travelers + Residents),"Mandatory with Legal Penalties (Jail Time),Mandatory with Fines",NA
"The government of Chile announced that the urban area of Pozo Almonte, in the Tarapacá Region, will enter ""Phase 2: Transition"" of the ""Paso a Paso"" (Step by Step) plan from September 28 for an indefinite period. The urban area of Pozo Almonte will be under lockdown on Saturdays, Sundays, and holidays.",2020-09-23,2020-09-28,NA,Chile,National,1,Lockdown,NA,All (Travelers + Residents),"Mandatory with Legal Penalties (Jail Time),Mandatory with Fines",NA
"The government of Chile announced that the urban area of Antofagasta, in the Antofagasta Region, will enter ""Phase 2: Transition"" of the ""Paso a Paso"" (Step by Step) plan from September 28 for an indefinite period. The urban area of Antofagasta will be under lockdown on Saturdays, Sundays, and holidays.",2020-09-23,2020-09-28,NA,Chile,National,1,Lockdown,NA,All (Travelers + Residents),"Mandatory with Legal Penalties (Jail Time),Mandatory with Fines",NA
"The government of Chile announced that the urban area of Mejillones, in the Antofagasta Region, will enter ""Phase 2: Transition"" of the ""Paso a Paso"" (Step by Step) plan from September 28 for an indefinite period. The urban area of Mejillones will be under lockdown on Saturdays, Sundays, and holidays.",2020-09-23,2020-09-28,NA,Chile,National,1,Lockdown,NA,All (Travelers + Residents),"Mandatory with Legal Penalties (Jail Time),Mandatory with Fines",NA
"The government of Chile announced that the commune of Coquimbo, in the Coquimbo Region, will enter ""Phase 2: Transition"" of the ""Paso a Paso"" (Step by Step) plan from September 28 for an indefinite period. Coquimbo will be under lockdown on Saturdays, Sundays, and holidays.",2020-09-23,2020-09-28,NA,Chile,National,1,Lockdown,NA,All (Travelers + Residents),"Mandatory with Legal Penalties (Jail Time),Mandatory with Fines",NA
"The government of Chile announced that the commune of La Serena, in the Coquimbo Region, will enter ""Phase 2: Transition"" of the ""Paso a Paso"" (Step by Step) plan from September 28 for an indefinite period. La Serena will be under lockdown on Saturdays, Sundays, and holidays.",2020-09-23,2020-09-28,NA,Chile,National,1,Lockdown,NA,All (Travelers + Residents),"Mandatory with Legal Penalties (Jail Time),Mandatory with Fines",NA
"The government of Chile announced that the commune of La Cruz, in the Valparaíso Region, will enter ""Phase 2: Transition"" of the ""Paso a Paso"" (Step by Step) plan from September 28 for an indefinite period. La Cruz will be under lockdown on Saturdays, Sundays, and holidays.",2020-09-23,2020-09-28,NA,Chile,National,1,Lockdown,NA,All (Travelers + Residents),"Mandatory with Legal Penalties (Jail Time),Mandatory with Fines",NA
"The government of Chile announced that the commune of Buin, in the Santiago Metropolitan Region, will enter ""Phase 2: Transition"" of the ""Paso a Paso"" (Step by Step) plan from September 28 for an indefinite period. Buin will be under lockdown on Saturdays, Sundays, and holidays.",2020-09-23,2020-09-28,NA,Chile,National,1,Lockdown,NA,All (Travelers + Residents),"Mandatory with Legal Penalties (Jail Time),Mandatory with Fines",NA
"The government of Chile announced that the commune of Cerro Navia, in the Santiago Metropolitan Region, will enter ""Phase 2: Transition"" of the ""Paso a Paso"" (Step by Step) plan from September 28 for an indefinite period. Cerro Navia will be under lockdown on Saturdays, Sundays, and holidays.",2020-09-23,2020-09-28,NA,Chile,National,1,Lockdown,NA,All (Travelers + Residents),"Mandatory with Legal Penalties (Jail Time),Mandatory with Fines",NA
"The government of Chile announced that the commune of Conchalí, in the Santiago Metropolitan Region, will enter ""Phase 2: Transition"" of the ""Paso a Paso"" (Step by Step) plan from September 28 for an indefinite period. Conchalí will be under lockdown on Saturdays, Sundays, and holidays.",2020-09-23,2020-09-28,NA,Chile,National,1,Lockdown,NA,All (Travelers + Residents),"Mandatory with Legal Penalties (Jail Time),Mandatory with Fines",NA
"The government of Chile announced that the commune of La Pintana, in the Santiago Metropolitan Region, will enter ""Phase 2: Transition"" of the ""Paso a Paso"" (Step by Step) plan from September 28 for an indefinite period. La Pintana will be under lockdown on Saturdays, Sundays, and holidays.",2020-09-23,2020-09-28,NA,Chile,National,1,Lockdown,NA,All (Travelers + Residents),"Mandatory with Legal Penalties (Jail Time),Mandatory with Fines",NA
"The government of Chile announced that the commune of Lo Espejo, in the Santiago Metropolitan Region, will enter ""Phase 2: Transition"" of the ""Paso a Paso"" (Step by Step) plan from September 28 for an indefinite period. Lo Espejo will be under lockdown on Saturdays, Sundays, and holidays.",2020-09-23,2020-09-28,NA,Chile,National,1,Lockdown,NA,All (Travelers + Residents),"Mandatory with Legal Penalties (Jail Time),Mandatory with Fines",NA
"The government of Chile announced that the commune of Lo Prado, in the Santiago Metropolitan Region, will enter ""Phase 2: Transition"" of the ""Paso a Paso"" (Step by Step) plan from September 28 for an indefinite period. Lo Prado will be under lockdown on Saturdays, Sundays, and holidays.",2020-09-23,2020-09-28,NA,Chile,National,1,Lockdown,NA,All (Travelers + Residents),"Mandatory with Legal Penalties (Jail Time),Mandatory with Fines",NA
"The government of Chile announced that the commune of Puente Alto, in the Santiago Metropolitan Region, will enter ""Phase 2: Transition"" of the ""Paso a Paso"" (Step by Step) plan from September 28 for an indefinite period. ¨Puente Alto will be under lockdown on Saturdays, Sundays, and holidays.",2020-09-23,2020-09-28,NA,Chile,National,1,Lockdown,NA,All (Travelers + Residents),"Mandatory with Legal Penalties (Jail Time),Mandatory with Fines",NA
"The government of Chile announced that the commune of Quinta Normal, in the Santiago Metropolitan Region, will enter ""Phase 2: Transition"" of the ""Paso a Paso"" (Step by Step) plan from September 28 for an indefinite period. ¨Quinta Normal will be under lockdown on Saturdays, Sundays, and holidays.",2020-09-23,2020-09-28,NA,Chile,National,1,Lockdown,NA,All (Travelers + Residents),"Mandatory with Legal Penalties (Jail Time),Mandatory with Fines",NA
"The government of Chile announced that the commune of Linares, in the Maule Region, will enter ""Phase 2: Transition"" of the ""Paso a Paso"" (Step by Step) plan from September 28 for an indefinite period. Linaresl will be under lockdown on Saturdays, Sundays, and holidays.",2020-09-23,2020-09-28,NA,Chile,National,1,Lockdown,NA,All (Travelers + Residents),"Mandatory with Legal Penalties (Jail Time),Mandatory with Fines",NA
"The government of Chile announced that the commune of Coquimbo, in the Coquimbo Region, will enter ""Phase 1: Lockdown"" of the ""Paso a Paso"" (Step by Step) plan. Coquimbo will be under a full lockdown from July 29 for an indefinite period. The full lockdown ends on September 28. UPDATE: The lockdown enforced from July 29 ends on September 28. As part of the ""Paso a Paso"" (Step by step) plan, the commune of Coquimbo enters ""Phase 2: Transition"" meaning that it will be in lockdown on Saturdays, Sundays, and holidays.",2020-09-23,2020-09-28,2020-09-28,Chile,National,1,Lockdown,NA,All (Travelers + Residents),"Mandatory with Legal Penalties (Jail Time),Mandatory with Fines",0
"The government of Chile announced that the commune of La Serena, in the Coquimbo Region, will enter ""Phase 1: Lockdown"" of the ""Paso a Paso"" (Step by Step) plan. La Serena will be under a full lockdown from July 29 for an indefinite period. The full lockdown ends on September 28. UPDATE: The lockdown enforced from July 29 ends on September 28. As part of the ""Paso a Paso"" (Step by step) plan, the commune of La Serena enters ""Phase 2: Transition"" meaning that it will be in lockdown on Saturdays, Sundays, and holidays.",2020-09-23,2020-09-28,2020-09-28,Chile,National,1,Lockdown,NA,All (Travelers + Residents),"Mandatory with Legal Penalties (Jail Time),Mandatory with Fines",0
"The government of Chile announced that the commune of La Cruz, in the Valparaiso Region, will enter ""Phase 1: Lockdown"" of the ""Paso a Paso"" (Step by Step) plan. La Cruz will be under a full lockdown from July 28 for an indefinite period. The full lockdown ends on September 28. UPDATE: The lockdown enforced from July 28 ends on September 28. As part of the ""Paso a Paso"" (Step by step) plan, the commune of La Cruz enters ""Phase 2: Transition"" meaning that it will be in lockdown on Saturdays, Sundays, and holidays.",2020-09-23,2020-09-28,2020-09-28,Chile,National,1,Lockdown,NA,All (Travelers + Residents),"Mandatory with Legal Penalties (Jail Time),Mandatory with Fines",0
"Chile is enforcing a lockdown in Buin from May 15 for 7 days. The full lockdown ends on September 28. UPDATE: The lockdown enforced from May 15 ends on September 28. As part of the ""Paso a Paso"" (Step by step) plan, the commune of Buin enters ""Phase 2: Transition"" meaning that it will be in lockdown on Saturdays, Sundays, and holidays.",2020-09-23,2020-09-28,2020-09-28,Chile,National,1,Lockdown,NA,All (Travelers + Residents),"Mandatory with Legal Penalties (Jail Time),Mandatory with Fines",0
"The government of Chile announced that the commune of Cerro Navia, in the Santiago Metropolitan Region, will enter ""Phase 1: Lockdown"" of the ""Paso a Paso"" (Step by Step) plan. Cerro Navia will be under a full lockdown from July 28 for an indefinite period. The full lockdown ends on September 28. UPDATE: The lockdown enforced from July 28 ends on September 28. As part of the ""Paso a Paso"" (Step by step) plan, the commune of Cerro Navia enters ""Phase 2: Transition"" meaning that it will be in lockdown on Saturdays, Sundays, and holidays.",2020-09-23,2020-09-28,2020-09-28,Chile,National,1,Lockdown,NA,All (Travelers + Residents),"Mandatory with Legal Penalties (Jail Time),Mandatory with Fines",0
"The government of Chile announced that the commune of Conchalí, in the Santiago Metropolitan Region, will enter ""Phase 1: Lockdown"" of the ""Paso a Paso"" (Step by Step) plan. Conchalí will be under a full lockdown from July 28 for an indefinite period. The full lockdown ends on September 28. UPDATE: The lockdown ends on September 28. As part of the ""Paso a Paso"" (Step by step) plan, the commune of  Conchalí enters ""Phase 2: Transition"" meaning that it will be in lockdown on Saturdays, Sundays, and holidays.",2020-09-23,2020-09-28,2020-09-28,Chile,National,1,Lockdown,NA,All (Travelers + Residents),"Mandatory with Legal Penalties (Jail Time),Mandatory with Fines",0
"The government of Chile announced that the commune of La Pintana, in the Santiago Metropolitan Region, will enter ""Phase 1: Lockdown"" of the ""Paso a Paso"" (Step by Step) plan. La Pintana will be under a full lockdown from July 28 for an indefinite period. The full lockdown ends on September 28. UPDATE: The lockdown ends on September 28. As part of the ""Paso a Paso"" (Step by step) plan, the commune of La Pintana enters ""Phase 2: Transition"" meaning that it will be in lockdown on Saturdays, Sundays, and holidays.",2020-09-23,2020-09-28,2020-09-28,Chile,National,1,Lockdown,NA,All (Travelers + Residents),"Mandatory with Legal Penalties (Jail Time),Mandatory with Fines",0
